offer_id,title,brand,price,availability,product_type,gtin,mpn,condition,custom_label0,custom_label1,has_brand_in_title,matched_brand,is_workhorse,workhorse_model,workhorse_description,missing_attributes
"S-GLXS5BA2410,S-AWST24SU1305",SOLACE 2 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler,Solace,0 USD,in stock,solace,,"S-GLXS5BA2410,S-AWST24SU1305",new,,,True,solace,False,,,GTIN
GLXS3BN2410,Goodman GLXS3BN2410 2 Ton R-32 Air Conditioner,Goodman,0 USD,in stock,goodman 1,,GLXS3BN1810,new,,,True,goodman,False,,,GTIN
"GLXS3BN3610, GR9S800604BNA, CAPTA3626B3",GOODMAN 3 Ton 13.4 SEER2 R-32 80% AFUE AC System (Upflow Coil),Goodman,0 USD,in stock,goodman 1,,"GLXS3BN3610, GR9S800604BNA, CAPTA3626B3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"RP15AY36AJ2NA, R921T0603A17M4SNAS, RCFY3617STANMC",Rheem 3.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,Rheem,0 USD,in stock,rheem,,"RP15AY36AJ2NA, R921T0603A17M4SNAS, RCFY3617STANMC",new,,,True,rheem,False,,,GTIN
16283150546927324809,"SOLACE 3 Ton 16.2 SEER2 R-32 96% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,0 USD,in stock,,,,new,,,True,solace,False,,,"GTIN, MPN"
RH2VY6024STACNJ,RHEEM RH2VY6024STACNJ - 5.0 Ton Variable Speed Air Handler,Rheem,0 USD,in stock,rheem > air handlers,,RH2VY6024STACNJ,new,,,True,rheem,False,,,GTIN
398641206010559439,GOODMAN 2.5 Ton 16.2 SEER2 R-32 96% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
S-AWST30LU1305A,Solace 2.5 Ton R-32 Wall-Mount Air Handler - S-AWST30LU1305A,Solace,0 USD,in stock,solace,,S-AWST30LU1305A,new,,,True,solace,False,,,GTIN
10679297228401464298,GOODMAN 5 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
13696228366705287157,Goodman 2 Ton R-32 Heat Pump Condenser - GZV6SA2410,Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
"GLXS3BN4810, AMST48CU13",GOODMAN 4 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler,Goodman,0 USD,in stock,goodman 1,,"GLXS3BN4210, AMST42CU13, HKTSN10X1",new,,,True,goodman,False,,,GTIN
AMVT48CP1300,Goodman 4.0 Ton AMVT48CP1300 R-32 Multi-Position Variable-Speed Air Handler,Goodman,0 USD,in stock,goodman 1,,AMVT48CP1300,new,,,True,goodman,False,,,GTIN
"S-GLXS5BA4810,S-GR9S920804CNA,S-CHPTA4830C3",SOLACE 4 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,0 USD,in stock,solace,,"S-GLXS5BA4810,S-GR9S920804CNA,S-CHPTA4830C3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
1625073768606356541,GOODMAN GPGM56014031 - 5.0 Ton 15.2 SEER2 Two-Stage Package Unit,,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
GLXS5BA6010,GOODMAN 5 Ton 15.2 SEER2 R-32 Air Conditioner — GLXS5BA6010,Goodman,0 USD,in stock,goodman 1,,GLXS5BA6010,new,,,True,goodman,False,,,GTIN
AMVT42CP1300,Goodman 3.5 Ton AMVT42CP1300 R-32 Multi-Position Variable-Speed Air Handler,Goodman,0 USD,in stock,goodman 1,,AMVT42CP1300,new,,,True,goodman,False,,,GTIN
"RA15AY30AJ1NA, RCFY3617STANMC",Rheem 2.5 Ton 15.0 SEER2 AC & Evaporator Coil System,Rheem,0 USD,in stock,rheem,,"RA15AY30AJ1NA, RCFY3617STANMC",new,,,True,rheem,False,,,GTIN
"S-GLXS5BA6010,S-GR9S801005CNA,S-CHPTA6030D3",SOLACE 5 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,0 USD,in stock,solace,,"S-GLXS5BA6010,S-GR9S801005CNA,S-CHPTA6030D3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"S-GLZS4BA3010,S-AMST30BU13",SOLACE 2.5 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,0 USD,in stock,solace,,"S-GLZS4BA3010,S-AMST30BU13",new,,,True,solace,False,,,GTIN
"S-GLXS4BA6010,S-GR9S921005CNA,S-CHPTA6030D3",SOLACE 5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,0 USD,in stock,goodman 1,,"S-GLXS4BA6010,S-GR9S921005CNA,S-CHPTA6030D3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
GLXS5BA2410,GOODMAN 2 Ton 15.2 SEER2 R-32 Air Conditioner — GLXS5BA2410,Goodman,0 USD,in stock,goodman 1,,GLXS5BA2410,new,,,True,goodman,False,,,GTIN
"RP15AY36AJ2NA, RH2VY3617STACNJ, WRX10021",Rheem R-454B 3.0 Ton 16 SEER2 Complete Heat Pump System 10kW,Rheem,0 USD,in stock,rheem,,"RP15AY36AJ2NA, RH2VY3617STACNJ, WRX10021",new,,,True,rheem,False,,,GTIN
"S-GLXT7CA6010,S-CAPTA6030C3,S-GRVT961005CN","SOLACE 5 Ton 17.2 SEER2 R-32 96% AFUE 100,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,0 USD,in stock,solace,,"S-GLXT7CA6010, S-CAPTA6030C3, S-GRVT961005CN",new,,,True,solace,False,,,GTIN
"GLXS3BN4210, GR9S920804CNA, CHPTA4230C3",GOODMAN 3.5 Ton 13.4 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Goodman,0 USD,in stock,goodman 1,,"GLXS3BN4210, GR9S960804CNA, CHPTA4230C3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"S-GLZS4BA3610,S-AWST36LU1308A",SOLACE 3 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Mounted Air Handler,Solace,0 USD,in stock,solace,,"S-GLZS4BA3610,S-AWST36LU1308A",new,,,True,solace,False,,,GTIN
S-GPGM54210031,Solace 3.5 Ton 15.2 SEER2 Packaged Gas/Electric - S-GPGM54210031,Solace,0 USD,in stock,solace,,S-GPGM54210031,new,,,True,solace,False,,,GTIN
"S-GLXS4BA6010,S-GR9S801005CNA,S-CHPTA6030D3",SOLACE 5 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,0 USD,in stock,solace,,"S-GLXS4BA6010,S-GR9S801005CNA,S-CHPTA6030D3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
GXV6SS1810,Goodman 1.5 Ton R-32 Air Conditioner Condenser - GXV6SS1810,Goodman,0 USD,in stock,goodman 1,,GXV6SS1810,new,,,True,goodman,False,,,GTIN
S-AHVE48CP1300,Solace 4 Ton R-32 Air Handler - S-AHVE48CP1300,Solace,0 USD,in stock,solace,,S-AHVE48CP1300,new,,,True,solace,False,,,GTIN
GD9S801005CN,"Goodman 100,000 BTU Gas Furnace 80% AFUE Single-Stage Downflow - GD9S801005CN",Goodman,0 USD,in stock,goodman 1,,GD9S801005CN,new,,,True,goodman,False,,,GTIN
7402294822607746231,GOODMAN 1.5 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
"GLXS5BA2410, AWST24SU1305",GOODMAN 2 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Hung Air Handler,Goodman,0 USD,in stock,goodman 1,,"GLXS5BA2410, AWST24SU1305",new,,,True,goodman,False,,,GTIN
"S-GLZS4BA6010,S-GR9S801005CNA,S-CHPTA6030D3",SOLACE 5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,0 USD,in stock,goodman > dual fuel systems,,"S-GLZS4BA6010,S-GR9S801005CNA,S-CHPTA6030D3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"GLZS5BA6010, GR9S801005CNA, CAPTA6030C3",GOODMAN 5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Goodman,0 USD,in stock,goodman 1,,"GLZS5BA6010, GR9S801005CNA, CAPTA6030C3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"S-GLZS4BA3010,S-AWST30LU1310A",SOLACE 2.5 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Mounted Air Handler 10KW heat kit,Solace,0 USD,in stock,solace,,"S-GLZS4BA3010,S-AWST30LU1310A",new,,,True,solace,False,,,GTIN
S-AWST18SU1308A,Solace 1.5 Ton R-32 Wall-Mount Air Handler - S-AWST18SU1308A,Solace,0 USD,in stock,solace,,S-AWST18SU1308A,new,,,True,solace,False,,,GTIN
"S-GXV6SS2410,S-AHVE24BP1300,S-GTST-CW-WH-A",SOLACE 2 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,0 USD,in stock,solace,,"S-GXV6SS2410, S-AHVE24BP1300, S-GTST-CW-WH-A",new,,,True,solace,False,,,GTIN
521KIT,Goodman Single-Stage Multi-Speed Gas Furnace 521KIT,UEI,0 USD,in stock,tools,,521KIT,new,,,True,goodman,False,,,GTIN
"S-GLXS4BA1810,S-GR9S800403ANA,S-CHPTA2426B3",SOLACE 1.5 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,0 USD,in stock,solace,,"S-GLXS4BA1810,S-GR9S800403ANA,S-CHPTA2426B3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
GR9S920603BN,Goodman GR9S920603BN 92% AFUE Gas Furnace,Goodman,0 USD,in stock,goodman 1,,GR9S920603BN,new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"S-GLZS5BA4810,S-AMST48CU13",SOLACE 4 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,0 USD,in stock,solace,,"S-GLZS5BA4810,S-AMST48CU13",new,,,True,solace,False,,,GTIN
"S-GLXS5BA1810,S-AWST18SU1305",SOLACE 1.5 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler,Solace,0 USD,in stock,solace,,"S-GLXS5BA1810,S-AWST18SU1305",new,,,True,solace,False,,,GTIN
GPGM56014031,Goodman 5 Ton 15.2 SEER2 Packaged Gas/Electric - GPGM56014031,Goodman,0 USD,in stock,goodman 1,,GPGM56014031,new,,,True,goodman,False,,,GTIN
S-GPHM52431,Solace 2 Ton 15.2 SEER2 Packaged Air Conditioner - S-GPHM52431,Solace,0 USD,in stock,solace,,S-GPHM52431,new,,,True,solace,False,,,GTIN
"GLXS3BN1810, AMST24BU13",GOODMAN 1.5 Ton 13.4 SEER2 R-32 Air Conditioning System with Multi-Position Air Handler,Goodman,0 USD,in stock,goodman 1,,"GLXS3BN1810, AMST24BU13, HKTSN05X1",new,,,True,goodman,False,,,GTIN
"S-GLXS4BA6010,S-AMST60DU13",SOLACE 5 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,0 USD,in stock,solace,,"S-GLXS4BA6010,S-AMST60DU13",new,,,True,solace,False,,,GTIN
"GLXS5BA4210, GR9S920804CNA, CHPTA4230C3",GOODMAN 3.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Goodman,0 USD,in stock,goodman 1,,"GLXS5BA4210, GR9S960804CNA, CHPTA4230C3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
S-GLZS5BA3610,Solace 3 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA3610,Solace,0 USD,in stock,solace,,S-GLZS5BA3610,new,,,True,solace,False,,,GTIN
CHPTA3630B3,Goodman CHPTA3630B3 2½ - 3 Ton R-32 Evaporator Coil,Goodman,0 USD,in stock,goodman 1,,CHPTA3630B3,new,,,True,goodman,False,,,GTIN
GR9T800603AN,"Goodman 60,000 BTU Gas Furnace 80% AFUE Two-Stage - GR9T800603AN",Goodman,0 USD,in stock,goodman 1,,GR9T800603AN,new,,,True,goodman,False,,,GTIN
"S-GLZS5BA3010,S-GR9S800603ANA,S-CAPTA3022A3",SOLACE 2.5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,0 USD,in stock,solace,,"S-GLZS5BA3010,S-GR9S800603ANA,S-CAPTA3022A3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
GD9S960804CN,"Goodman 80,000 BTU Gas Furnace 96% AFUE Single-Stage Downflow - GD9S960804CN",Goodman,0 USD,in stock,goodman 1,,GD9S960804CN,new,,,True,goodman,False,,,GTIN
"GLXS5BA4810, GR9S800804CNA, CHPTA4830C3",GOODMAN 4 Ton 15.2 SEER2 R-32 80% AFUE AC System (Horizontal Coil),Goodman,0 USD,in stock,goodman 1,,"GLXS5BA4810, GR9S800804CNA, CHPTA4830C3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
11388226215903968063,Goodman GLZS4BA1810 1.5 Ton R-32 Heat Pump,Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
GPCH33031,Goodman 2.5 Ton 13.4 SEER2 Packaged Air Conditioner - GPCH33031,Goodman,0 USD,in stock,goodman 1,,GPCH33031,new,,,True,goodman,False,,,GTIN
RP14AY36AJ2NA,RHEEM 3.0 Ton 14.3 SEER2 Two-Stage Heat Pump,Rheem,0 USD,in stock,rheem,,RP14AY36AJ2NA,new,,,True,rheem,True,RP14,Rheem RP14 Heat Pump,GTIN
GLXS4BA4810,Goodman GLXS4BA4810 4 Ton R-32 Air Conditioner,Goodman,0 USD,in stock,goodman 1,,GLXS4BA4810,new,,,True,goodman,False,,,GTIN
"S-GLZS4BA4810,S-GR9S800804CNA,S-CHPTA4830C3",SOLACE 4 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,0 USD,in stock,goodman 1,,"S-GLZS4BA4810,S-GR9S800804CNA,S-CHPTA4830C3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"S-GLZS5BA1810,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 1.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,0 USD,in stock,solace,,"S-GLZS5BA1810,S-GR9S920403ANA,S-CHPTA2426B3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
S-GRVT800803BN,"Solace 80,000 BTU 80% AFUE Gas Furnace - S-GRVT800803BN",Solace,0 USD,in stock,solace,,S-GRVT800803BN,new,,,True,solace,False,,,GTIN
GLXS5BA1810,GOODMAN 1.5 Ton 15.2 SEER2 R-32 Air Conditioner — GLXS5BA1810,Goodman,0 USD,in stock,goodman 1,,GLXS5BA1810,new,,,True,goodman,False,,,GTIN
"RP15AY24AJ2NA, RH2VY2417STACNJ, WRX05021",Rheem R-454B 2.0 Ton 16 SEER2 Complete Heat Pump System 5kW,Rheem,0 USD,in stock,rheem,,"RP15AY24AJ2NA, RH2VY2417STACNJ, WRX05021",new,,,True,rheem,False,,,GTIN
18404939674041544771,GOODMAN 3 Ton Variable Capacity 17.5 SEER2 R-32 80% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil),Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
RCFY2417STANMC,"RHEEM RCFY2417STANMC - 2.0 Ton 17.5"" Cased Evaporator Coil",Rheem,0 USD,in stock,rheem,,RCFY2414STAAMC,new,,,True,rheem,False,,,GTIN
S-GPGM34208031,Solace 3.5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM34208031,Solace,0 USD,in stock,solace,,S-GPGM34208031,new,,,True,solace,False,,,GTIN
"RP15AY18AJ2NA, R801T0503A14UHSNAS, RCFY2414STAAMC",Rheem 1.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,Rheem,0 USD,in stock,rheem,,"RP15AY18AJ2NA, R801T0503A14UHSNAS, RCFY2414STAAMC",new,,,True,rheem,False,,,GTIN
"GLXS4BA4210, GR9S800804CNA, CAPTA4230C3","Goodman 3.5 Ton AC System 14.3 SEER2 with 80,000 BTU 80% AFUE Furnace - R-32",Goodman,0 USD,in stock,goodman 1,,"GLXS4BA4210, GM9S800804CNA, CAPTA4230C3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
S-AWST24SU1310A,Solace 2 Ton R-32 Wall-Mount Air Handler - S-AWST24SU1310A,Solace,0 USD,in stock,solace,,S-AWST24SU1310A,new,,,True,solace,False,,,GTIN
R801T1255A24UHSNAS,"RHEEM R801T1255A24UHSNAS - 125,000 BTU 80% AFUE Single Stage Furnace",Rheem,0 USD,in stock,rheem,,R801T1255A24UHSNAS,new,,,True,rheem,False,,,GTIN
GPCH34231,Goodman 3.5 Ton 13.4 SEER2 Packaged Air Conditioner - GPCH34231,Goodman,0 USD,in stock,goodman 1,,GPCH34231,new,,,True,goodman,False,,,GTIN
S-GPHH33031,Solace 2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH33031,Solace,0 USD,in stock,solace,,S-GPHH33031,new,,,True,solace,False,,,GTIN
"GLZS4BA6010, GR9S801005CNA, CHPTA6030D3",GOODMAN 5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Horizontal Coil),Goodman,0 USD,in stock,goodman 1,,"GLZS4BA6010, GR9S801005CNA, CHPTA6030D3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
15815672724909882361,"SOLACE 3 Ton 16.2 SEER2 R-32 96% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,0 USD,in stock,,,,new,,,True,solace,False,,,"GTIN, MPN"
7576250134989752230,Goodman CHPTA3630B3 2½ - 3 Ton R-32 Evaporator Coil,Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
"S-GLXS5BA4210,S-GR9S920804CNA,S-CHPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,0 USD,in stock,solace,,"S-GLXS5BA4210,S-GR9S920804CNA,S-CHPTA4230C3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"GLXS5BA3610, GR9S920603BNA, CHPTA3630B3",GOODMAN 3 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Goodman,0 USD,in stock,goodman 1,,"GLXS5BA3610, GR9S960603BNA, CHPTA3630B3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
10468905680763114491,Solace 2 Ton R-32 Air Handler - S-AMST24BU13,Solace,0 USD,in stock,,,,new,,,True,solace,False,,,"GTIN, MPN"
S-AMVT60DP1300,Solace 5 Ton R-32 Air Handler - S-AMVT60DP1300,Solace,0 USD,in stock,solace,,S-AMVT60DP1300,new,,,True,solace,False,,,GTIN
S-CHPTA3630B3,Solace 3 Ton R-32 Horizontal Evaporator Coil - S-CHPTA3630B3,Solace,0 USD,in stock,solace,,S-CHPTA3630B3,new,,,True,solace,False,,,GTIN
GD9S800804BN,"Goodman 80,000 BTU Gas Furnace 80% AFUE Single-Stage Downflow - GD9S800804BN",Goodman,0 USD,in stock,goodman 1,,GD9S800804BN,new,,,True,goodman,False,,,GTIN
"GLZS4BA4210, GR9S800804CNA, CAPTA4230C3",GOODMAN 3.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil),Goodman,0 USD,in stock,goodman 1,,"GLZS4BA4210, GM9S800804CNA, CAPTA4230C3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"GLZS4BA3010, GR9S800603ANA, CHPTA3026B3",GOODMAN 2.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Horizontal Coil),Goodman,0 USD,in stock,goodman 1,,"GLZS4BA3010, GR9S800603ANA, CHPTA3026B3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
GRVT961005DN,Goodman 96% AFUE Gas Furnace - GRVT961005DN,Goodman,0 USD,in stock,goodman 1,,GRVT961005DN,new,,,True,goodman,False,,,GTIN
"GLZS5BA6010, AMST60DU13",GOODMAN 5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,0 USD,in stock,goodman 1,,"GLZS5BA6010, AMST60BU13, HKTSN10X1",new,,,True,goodman,False,,,GTIN
"S-GLZS4BA2410,S-GR9S800403ANA,S-CHPTA2426B3",SOLACE 2 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,0 USD,in stock,goodman 1,,"S-GLZS4BA2410,S-GR9S800403ANA,S-CHPTA2426B3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
S-GPGM32404031,Solace 2 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM32404031,Solace,0 USD,in stock,solace,,S-GPGM32404031,new,,,True,solace,False,,,GTIN
"RA15AY60AJ1NA, RH2TY6024STANNJ, WRX10021",Rheem 5.0 Ton AC System 15.2 SEER2 with Air Handler & 10kW Heat Kit - R-454B,Rheem,0 USD,in stock,rheem,,"RA15AY60AJ1NA, RH2TY6024STANNJ, WRX10021",new,,,True,rheem,False,,,GTIN
"S-GLXS4BA2410,S-AWST24SU1305",SOLACE 2 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler,Solace,0 USD,in stock,solace,,"S-GLXS4BA2410,S-AWST24SU1305",new,,,True,solace,False,,,GTIN
"S-GLXS4BA3010,S-AWST30LU1310A",SOLACE 2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler 10KW heat kit,Solace,0 USD,in stock,solace,,"S-GLXS4BA3010,S-AWST30LU1310A",new,,,True,solace,False,,,GTIN
"RP14AY48AJ2NA, RH2TY4821STANNJ, WRX10021",Rheem R-454B 4.0 Ton 14.3 SEER2 Complete Heat Pump System 10kW,Rheem,0 USD,in stock,rheem,,"RP14AY48AJ2NA, RH2TY4821STANNJ, WRX10021",new,,,True,rheem,True,RP14,Rheem RP14 Heat Pump,GTIN
GR9S800603ANA,Goodman GR9S800603ANA 80% AFUE Gas Furnace,Goodman,0 USD,in stock,goodman 1,,GR9S800603ANA,new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"S-GLZS4BA6010,S-GR9S801005CNA,S-CAPTA6030C3",SOLACE 5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,0 USD,in stock,goodman 1,,"S-GLZS4BA6010,S-GR9S801005CNA,S-CAPTA6030C3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
"S-GLZS4BA3610,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 3 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,0 USD,in stock,goodman 1,,"S-GLZS4BA3610,S-GR9S920603BNA,S-CAPTA3626B3",new,,,True,solace,True,GR9S,Goodman GR9S Gas Furnace,GTIN
10492563483603349488,GOODMAN 2 Ton 16.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
GRVT961005CN,"Goodman 100,000 BTU Gas Furnace 96% AFUE Two-Stage Variable-Speed - GRVT961005CN",Goodman,0 USD,in stock,goodman 1,,GRVT961005CN,new,,,True,goodman,False,,,GTIN
14657422414572249001,Goodman 2.5 Ton R-32 Air Conditioner Condenser - GXV6SS3010,Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
S-CAPTA6030C3,Solace 5 Ton R-32 Upflow Evaporator Coil - S-CAPTA6030C3,Solace,0 USD,in stock,solace,,S-CAPTA6030C3,new,,,True,solace,False,,,GTIN
"GZV6SA3610, AHVE36CP1300, HKTSN10X1, GTST-CW-WH-A",GOODMAN 3 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,0 USD,in stock,goodman 1,,"GZV6SA3610, AHVE36CP1300, HKTSN10X1, GTST-CW-WH-A",new,,,True,goodman,False,,,GTIN
"GLXS4BA3010, GR9S800603ANA, CHPTA3026B3","Goodman 2.5 Ton Horizontal 80% Gas System 14.3 SEER2 14"" Wide R-32",Goodman,0 USD,in stock,goodman 1,,"GLXS4BA3010, GM9S800603ANA, CHPTA3026B3",new,,,True,goodman,True,GR9S,Goodman GR9S Gas Furnace,GTIN
S-AWST18SU1305A,Solace 1.5 Ton R-32 Wall-Mount Air Handler - S-AWST18SU1305A,Solace,0 USD,in stock,solace,,S-AWST18SU1305A,new,,,True,solace,False,,,GTIN
S-GXV6SS4210,Solace 3.5 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS4210,Solace,0 USD,in stock,solace,,S-GXV6SS4210,new,,,True,solace,False,,,GTIN
"RP15AY18AJ2NA, R921T0403A17M4SNAS, RCFY2417STANMC",Rheem 1.5 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,Rheem,0 USD,in stock,rheem,,"RP15AY18AJ2NA, R921T0403A17M4SNAS, RCFY2417STANMC",new,,,True,rheem,False,,,GTIN
828651421745752099,"SOLACE 4 Ton 17.5 SEER2 R-32 80% AFUE 80,000 BTU Dual Fuel System (Horizontal Coil)",Solace,0 USD,in stock,,,,new,,,True,solace,False,,,"GTIN, MPN"
"RP14AY24AJ2NA, R921T0403A17M4SNAS, RCFY2417STANMC","Rheem 2.0 Ton Heat Pump System 14.3 SEER2 with 40,000 BTU 92% AFUE Furnace - R-454B",Rheem,0 USD,in stock,rheem,,"RP14AY24AJ2NA, R921T0403A17M4SNAS, RCFY2417STANMC",new,,,True,rheem,True,RP14,Rheem RP14 Heat Pump,GTIN
"RP15AY42AJ2NA, RH2VY4821STACNJ, WRX10021",Rheem R-454B 3.5 Ton 16 SEER2 Complete Heat Pump System 10kW,Rheem,0 USD,in stock,rheem,,"RP15AY42AJ2NA, RH2VY4821STACNJ, WRX10021",new,,,True,rheem,False,,,GTIN
18074202755441882049,"SOLACE 1.5 Ton 16.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,0 USD,in stock,,,,new,,,True,solace,False,,,"GTIN, MPN"
R962V1005A21M4SCAP,"RHEEM R962V1005A21M4SCAP - 100,000 BTU 96% AFUE Two-Stage Furnace",Rheem,0 USD,in stock,rheem,,R962V1005A21M4SCAP,new,,,True,rheem,False,,,GTIN
8412937515318405028,Goodman 5 Ton R-32 Heat Pump Condenser - GZV6SA6010,Goodman,0 USD,in stock,,,,new,,,True,goodman,False,,,"GTIN, MPN"
